date,asset_count,long_count,short_count,long_return,short_return,strategy_return,equity_curve
2025-01-10,6,1,1,0.005819762228169896,0.006180237771830104,-0.0003604755436602083,0.9996395244563397
2025-01-24,6,1,1,0.010138983046416656,0.0018610169535833443,0.008277966092833312,1.0079145065448454
2025-02-07,6,1,1,0.0245591130411367,-0.012559113041136697,0.037118226082273394,1.04532650507038
2025-02-21,6,1,1,0.025692824761483775,-0.013692824761483776,0.03938564952296755,1.0864973684361505
2025-03-07,6,1,1,0.007624430216195008,0.004375569783804992,0.0032488604323900163,1.0900272467463585
2025-03-21,6,1,1,0.008441715339853679,0.0035582846601463223,0.004883430679707356,1.0953503192448366
2025-04-04,6,1,1,0.01668616141719747,-0.0046861614171974705,0.02137232283439494,1.1187604998844949
2025-04-18,6,1,1,-0.0006109492949061233,0.012610949294906124,-0.013221898589812247,1.1039683620087344
2025-05-02,6,1,1,0.009997633353564296,0.002002366646435704,0.007995266707128593,1.112794883499226
2025-05-16,6,1,1,0.006767234368415293,0.005232765631584708,0.0015344687368305848,1.1145024324584607
2025-05-30,6,1,1,0.009825173903117983,0.002174826096882018,0.007650347806235964,1.123028763697664
2025-06-13,6,1,1,-0.0005003192535446514,0.012500319253544652,-0.013000638507089303,1.1084286727077672
2025-06-27,6,1,1,-0.00730610743978072,0.01930610743978072,-0.02661221487956144,1.078930930691001
2025-07-11,6,1,1,-0.011656850923921625,0.023656850923921627,-0.03531370184784325,1.0408298854901632
2025-07-25,6,1,1,-0.0030564570169064696,0.01505645701690647,-0.01811291403381294,1.0219774232504564
2025-08-08,6,1,1,0.0028719224355460036,0.009128077564453996,-0.006256155128907993,1.0155837739523599
2025-08-22,6,1,1,0.004361275720161144,0.0076387242798388565,-0.0032774485596777127,1.0122552503751876
2025-09-05,6,1,1,0.024435080461865655,-0.012435080461865653,0.036870160923731306,1.0495772643524128
